Player,Nation,Pos,Squad,Comp,Age,90s,TacklesAttemptedp90,TacklesAttempted,TacklesWonp90,TacklesWon,Def. Duels Attemptedp90,Def. Duels Attempted,Def. Duels Won Perc,Succ Pressure Perc,Def 3rd Pressurep90,Def 3rd Pressure,Mid 3rd Pressurep90,Mid 3rd Pressure,Interceptionsp90,Interceptions,Foulsp90,Fouls,AerialDuels_won,AerialDuels_lost,AerialDuelsAttemptedp90,AerialDuelsPer,TimesDribbledPastp90,TimesDribbledPast,TouchesAttacking3rd
Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26,14.7,2.04,30,1.02,15,2.04,30,43.3,28.3,8.23,121,5.58,82,1.84,27,1.5,22,19,28,3.2,40.4,1.16,17,212
Miloš Veljkovic\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,23,22.8,2.32,53,1.14,26,2.59,59,55.9,33.1,8.2,187,4.12,94,1.18,27,0.92,21,35,48,3.64,42.2,1.14,26,60
Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,24,9.5,1.79,17,0.95,9,1.58,15,60,24.2,5.89,56,5.26,50,1.05,10,1.89,18,11,7,1.89,61.1,0.63,6,128
Brayan Vera\Brayan-Vera,co COL,DFMF,Lecce,it Serie A,20,1.7,3.53,6,2.35,4,2.35,4,75,22.4,17.06,29,10,17,0.59,1,3.53,6,0,6,3.53,0,0.59,1,46
Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,18.3,1.69,31,1.15,21,1.09,20,50,33.1,5.36,98,2.68,49,1.69,31,0.38,7,59,25,4.59,70.2,0.55,10,84
Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,26,16.6,1.51,25,0.72,12,1.69,28,28.6,36.6,5.18,86,2.71,45,1.45,24,0.54,9,80,30,6.63,72.7,1.2,20,48
Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,25,29,1.76,51,0.9,26,1.31,38,44.7,33,4.03,117,2.52,73,1.41,41,1,29,87,36,4.24,70.7,0.72,21,41
Francesco Vicari\Francesco-Vicari,it ITA,DF,SPAL,it Serie A,24,32.2,0.93,30,0.62,20,0.84,27,44.4,32,4.53,146,2.55,82,1.3,42,0.96,31,54,39,2.89,58.1,0.47,15,31
Clément Vidal\Clement-Vidal,fr FRA,DF,Montpellier,fr Ligue 1,19,1,0,0,0,0,2,2,0,14.3,8,8,4,4,1,1,3,3,4,1,5,80,2,2,1
Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,24,25.9,2.05,53,1.08,28,1.51,39,53.8,31.1,4.25,110,4.48,116,1.85,48,1,26,46,38,3.24,54.8,0.69,18,388
Dídac Vilà\Didac-Vila,es ESP,DF,Espanyol,es La Liga,30,27.7,2.6,72,1.66,46,2.27,63,38.1,26.1,7.73,214,6.68,185,1.37,38,1.44,40,54,56,3.97,49.1,1.41,39,367
Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,20,7.2,3.47,25,1.81,13,2.22,16,68.8,32.5,8.19,59,6.53,47,1.11,8,0.97,7,6,11,2.36,35.3,0.69,5,147
Luigi Vitale\Luigi-Vitale,it ITA,DF,Hellas Verona,it Serie A,31,0.5,0,0,0,0,0,0,,0,8,4,6,3,0,0,2,1,0,0,0,,0,0,6
Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,27,10.7,1.03,11,0.56,6,0.93,10,60,35.4,5.98,64,2.9,31,0.75,8,0.84,9,12,6,1.68,66.7,0.37,4,10
Kevin Vogt\Kevin-Vogt,de GER,DFMF,Werder Bremen,de Bundesliga,27,12.3,1.54,19,0.65,8,1.46,18,44.4,37.5,5.28,65,4.39,54,2.11,26,1.63,20,14,13,2.2,51.9,0.81,10,36
Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,19,1,2,2,0,0,1,1,100,46.2,4,4,5,5,0,0,0,0,0,0,0,,0,0,33
Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,27,31.4,1.24,39,0.8,25,0.92,29,41.4,31.8,4.62,145,4.27,134,1.46,46,1.15,36,75,38,3.6,66.4,0.54,17,53
Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,27,4,2,8,1,4,2,8,75,39.5,3.75,15,3.75,15,2,8,1.75,7,16,3,4.75,84.2,0.5,2,57
Molla Wagué\Molla-Wague,ml MLI,DF,Nantes,fr Ligue 1,28,7.6,2.63,20,1.84,14,1.05,8,75,35.6,6.97,53,2.5,19,1.84,14,0.79,6,30,7,4.87,81.1,0.26,2,9
Moussa Wagué\Moussa-Wague,sn SEN,DF,Nice,fr Ligue 1,20,2.2,3.18,7,2.27,5,1.36,3,0,22.9,11.36,25,7.27,16,0.91,2,0.45,1,2,3,2.27,40,1.36,3,42
Moussa Wagué\Moussa-Wague,sn SEN,DF,Barcelona,es La Liga,20,1,3,3,3,3,3,3,66.7,37.5,3,3,3,3,1,1,1,1,0,0,0,,1,1,64
Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,29,26.6,1.24,33,0.86,23,1.24,33,57.6,39.5,3.5,93,4.47,119,1.09,29,1.02,27,33,38,2.67,46.5,0.53,14,601
Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,22,7.8,1.79,14,1.03,8,2.69,21,33.3,29.6,5.26,41,5.9,46,1.67,13,0.77,6,3,15,2.31,16.7,1.79,14,142
Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,22,2.7,1.85,5,1.11,3,1.85,5,20,33.3,7.04,19,4.07,11,0.74,2,0.37,1,2,4,2.22,33.3,1.48,4,75
Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,19,12.9,1.24,16,0.7,9,1.71,22,36.4,26.4,6.28,81,3.88,50,1.16,15,0.39,5,12,16,2.17,42.9,1.09,14,29
Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,21,34.1,4.05,138,1.91,65,2.14,73,61.6,28.8,8.91,304,6.69,228,1.91,65,0.65,22,28,24,1.52,53.8,0.82,28,779
Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,29,26.5,2.53,67,1.17,31,2.04,54,51.9,26.4,7.47,198,3.28,87,1.96,52,0.91,24,52,26,2.94,66.7,0.98,26,335
Daniel Wass\Daniel-Wass,dk DEN,DFMF,Valencia,es La Liga,30,30.4,1.64,50,1.05,32,1.74,53,43.4,25.1,5.92,180,4.38,133,1.09,33,0.95,29,46,31,2.53,59.7,0.99,30,518
Kelland Watts\Kelland-Watts,eng ENG,DF,Newcastle Utd,eng Premier League,19,0.2,5,1,0,0,5,1,100,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,24,29.6,1.25,37,0.84,25,1.22,36,44.4,38.7,4.93,146,2.26,67,1.45,43,0.44,13,119,51,5.74,70,0.68,20,132
Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,25,13,3.62,47,2.31,30,2.69,35,51.4,34.6,8.08,105,6.92,90,2.08,27,1.38,18,22,16,2.92,57.9,1.31,17,308
Wendell\Wendell,br BRA,DF,Leverkusen,de Bundesliga,26,21.1,3.51,74,2.37,50,2.84,60,53.3,39.7,5.73,121,7.35,155,1.61,34,1.47,31,31,31,2.94,50,1.33,28,336
Oscar Wendt\Oscar-Wendt,se SWE,DF,M'gladbach,de Bundesliga,33,18.7,1.6,30,0.91,17,1.82,34,35.3,30.8,7.11,133,5.56,104,1.07,20,0.75,14,11,30,2.19,26.8,1.18,22,332
Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,eng Premier League,25,16.6,1.93,32,1.14,19,1.93,32,31.3,28.3,8.43,140,3.98,66,0.96,16,0.6,10,19,14,1.99,57.6,1.33,22,223
William\William,br BRA,DF,Wolfsburg,de Bundesliga,24,15.2,3.55,54,2.24,34,4.41,67,35.8,32,9.34,142,8.95,136,1.78,27,1.97,30,20,16,2.37,55.6,2.83,43,358
Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,eng Premier League,18,11.2,1.7,19,0.45,5,2.5,28,28.6,24.1,6.61,74,5.63,63,0.98,11,1.16,13,12,10,1.96,54.5,1.79,20,226
Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,eng Premier League,18,2.6,2.31,6,0.77,2,1.54,4,75,33.3,4.23,11,5.77,15,3.08,8,1.92,5,5,4,3.46,55.6,0.38,1,90
Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Genoa,it Serie A,27,2.2,1.36,3,1.36,3,1.36,3,33.3,25,9.09,20,2.27,5,0.45,1,1.36,3,5,3,3.64,62.5,0.91,2,11
DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,eng Premier League,26,10.4,1.83,19,1.35,14,1.15,12,33.3,21,9.33,97,4.71,49,0.87,9,0.77,8,7,15,2.12,31.8,0.77,8,110
Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,eng Premier League,30,6.2,1.13,7,0.81,5,0.97,6,33.3,27.9,4.35,27,2.58,16,0.48,3,0.48,3,14,8,3.55,63.6,0.65,4,20
Maya Yoshida\Maya-Yoshida,jp JPN,DF,Sampdoria,it Serie A,30,13.2,0.38,5,0.23,3,0.61,8,25,39.8,3.71,49,2.42,32,2.2,29,1.14,15,20,10,2.27,66.7,0.45,6,15
Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,eng Premier League,34,10.6,0.94,10,0.38,4,1.98,21,9.5,29.4,4.43,47,5.38,57,0.94,10,1.32,14,15,9,2.26,62.5,1.79,19,240
Ashley Young\Ashley-Young,eng ENG,DF,Inter,it Serie A,34,13.2,1.29,17,0.68,9,1.74,23,30.4,28.8,3.11,41,3.86,51,1.14,15,0.53,7,7,7,1.06,50,1.21,16,309
Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,eng Premier League,34,6.6,2.27,15,1.52,10,2.27,15,26.7,29,8.03,53,3.79,25,1.97,13,1.06,7,8,9,2.58,47.1,1.67,11,93
Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,de Bundesliga,20,10.9,1.56,17,1.1,12,0.83,9,55.6,48.4,4.59,50,3.3,36,1.38,15,0.55,6,37,13,4.59,74,0.37,4,26
Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,es La Liga,27,28.3,2.19,62,1.38,39,2.26,64,37.5,26.2,4.24,120,4.98,141,1.34,38,1.45,41,77,38,4.06,67,1.41,40,522
Cristián Zapata\Cristian-Zapata,co COL,DF,Genoa,it Serie A,32,19.1,1.73,33,1.1,21,1.05,20,45,34.4,7.12,136,3.93,75,1.41,27,0.84,16,59,22,4.24,72.8,0.58,11,40
Davide Zappacosta\Davide-Zappacosta,it ITA,DF,Roma,it Serie A,27,5,1.4,7,0.6,3,1.8,9,55.6,22.1,3.4,17,8.2,41,1.2,6,0.4,2,0,4,0.8,0,0.8,4,131
Marvin Zeegelaar\Marvin-Zeegelaar,nl NED,DF,Udinese,it Serie A,28,6.6,2.73,18,1.21,8,1.97,13,61.5,25.8,8.94,59,6.67,44,0.76,5,1.21,8,6,9,2.27,40,0.76,5,85
Jean Zimmer\Jean-Zimmer,de GER,DFMF,Düsseldorf,de Bundesliga,25,8,1.25,10,0.5,4,1.75,14,42.9,19,4.5,36,5.38,43,0.5,4,1.38,11,0,5,0.63,0,1,8,160
Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,eng Premier League,26,15.9,1.95,31,1.32,21,1.57,25,64,30.9,5.79,92,1.89,30,1.13,18,0.57,9,39,12,3.21,76.5,0.57,9,20
Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,de Bundesliga,27,32.5,2.28,74,1.2,39,2.03,66,42.4,29.8,5.85,190,5.82,189,1.29,42,1.14,37,41,42,2.55,49.4,1.17,38,575
Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,eng Premier League,22,14.2,1.97,28,1.13,16,2.75,39,43.6,32.4,3.17,45,4.01,57,1.06,15,0.92,13,28,19,3.31,59.6,1.55,22,533
Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,eng Premier League,24,26,1.27,33,0.65,17,0.31,8,37.5,31.3,3.88,101,2.77,72,2.12,55,1.15,30,99,30,4.96,76.7,0.19,5,50
Steven Zuber\Steven-Zuber,ch SUI,DFFW,Hoffenheim,de Bundesliga,27,8.3,1.45,12,0.72,6,2.17,18,44.4,36,4.58,38,2.77,23,0.96,8,0.84,7,2,4,0.72,33.3,1.2,10,119
Ervin Zukanovic\Ervin-Zukanovic,ba BIH,DF,SPAL,it Serie A,32,2.3,0.43,1,0.43,1,0,0,,25,2.61,6,4.35,10,0.87,2,1.74,4,3,2,2.17,60,0,0,6
